Age,Attrition,DailyRate,DistanceFromHome,Education,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Income_Per_Year,Tenure_Ratio,Education_Income_Ratio,Distance_Per_Income,Years_Per_Promotion,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,OverTime_Yes
56,0,1240,9,3,1071,1,63,3,1,3,2942,12154,2,19,3,2,1,18,4,3,5,4,0,3,154.8421052631579,0.2631578947368421,735.5,0.0030581039755351682,5.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
36,0,796,12,5,1073,4,51,2,3,4,8858,15669,0,11,3,2,0,15,2,2,14,8,7,8,553.625,0.875,1476.3333333333333,0.0013545546901456147,1.75,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
55,0,444,2,1,1074,3,40,2,4,1,16756,17323,7,15,3,2,0,31,3,4,9,7,6,2,523.625,0.28125,8378.0,0.00011935310616458794,1.2857142857142858,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
43,0,415,25,3,1076,3,79,2,3,4,10798,5268,5,13,3,3,1,18,5,3,1,0,0,0,568.3157894736842,0.05263157894736842,2699.5,0.002315029169367534,1.0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
20,1,769,9,3,1077,4,54,3,1,4,2323,17205,1,14,3,2,0,2,3,3,2,2,0,2,774.3333333333334,0.6666666666666666,580.75,0.00387263339070568,2.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
21,1,1334,10,3,1079,3,36,2,1,1,1416,17258,1,13,3,1,0,1,6,2,1,0,1,0,708.0,0.5,354.0,0.007057163020465773,0.5,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
46,0,1003,8,4,1080,4,74,2,2,1,4615,21029,8,23,4,1,3,19,2,3,16,13,1,7,230.75,0.8,923.0,0.0017331022530329288,8.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
51,1,1323,4,4,1081,1,34,3,1,3,2461,10332,9,12,3,3,3,18,2,4,10,0,2,7,129.52631578947367,0.5263157894736842,492.2,0.0016246953696181965,3.3333333333333335,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
28,1,1366,24,2,1082,2,72,2,3,1,8722,12355,1,12,3,1,0,10,2,2,10,7,1,9,792.9090909090909,0.9090909090909091,2907.3333333333335,0.0027513470136420956,5.0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
26,0,192,1,2,1083,1,59,2,1,1,3955,11141,1,16,3,1,2,6,2,3,5,3,1,3,565.0,0.7142857142857143,1318.3333333333333,0.0002527805864509606,2.5,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
30,0,1176,20,3,1084,3,85,3,2,1,9957,9096,0,15,3,3,1,7,1,2,6,2,0,2,1244.625,0.75,2489.25,0.002008435428800964,6.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
41,0,509,7,2,1085,2,43,4,1,3,3376,18863,1,13,3,3,0,10,3,3,10,6,0,8,306.90909090909093,0.9090909090909091,1125.3333333333333,0.00207284572105419,10.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
38,0,330,17,1,1088,3,65,2,3,3,8823,24608,0,18,3,1,1,20,4,2,19,9,1,9,420.14285714285717,0.9047619047619048,4411.5,0.0019265639165911151,9.5,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
40,0,1492,20,4,1092,1,61,3,3,4,10322,26542,4,20,4,4,1,14,6,3,11,10,11,1,688.1333333333333,0.7333333333333333,2064.4,0.001937421292260002,0.9166666666666666,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
27,0,1277,8,5,1094,1,87,1,1,3,4621,5869,1,19,3,4,3,3,4,3,3,2,1,2,1155.25,0.75,770.1666666666666,0.0017308524448290783,1.5,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
55,0,1091,2,1,1096,4,65,3,3,2,10976,15813,3,18,3,2,1,23,4,3,3,2,1,2,457.3333333333333,0.125,5488.0,0.0001821991436640248,1.5,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
28,0,857,10,3,1097,3,59,3,2,3,3660,7909,3,13,3,4,0,10,4,4,8,7,1,7,332.72727272727275,0.7272727272727273,915.0,0.0027314941272876263,4.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
44,1,1376,1,2,1098,2,91,2,3,1,10482,2326,9,14,3,4,1,24,1,3,20,6,3,6,419.28,0.8,3494.0,9.539254030334828e-05,5.0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0
33,0,654,5,3,1099,4,34,2,3,4,7119,21214,4,15,3,3,1,9,2,3,3,2,1,2,711.9,0.3,1779.75,0.0007022471910112359,1.5,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
35,1,1204,4,3,1100,4,86,3,3,1,9582,10333,0,22,4,1,0,9,2,3,8,7,4,7,958.2,0.8,2395.5,0.0004174058228112282,1.6,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1
33,1,827,29,4,1101,1,54,2,2,3,4508,3129,1,22,4,2,0,14,4,3,13,7,3,8,300.53333333333336,0.8666666666666667,901.6,0.006431581281880683,3.25,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
28,0,895,15,2,1102,1,50,3,1,3,2207,22482,1,16,3,4,1,4,5,2,4,2,2,2,441.4,0.8,735.6666666666666,0.006793478260869565,1.3333333333333333,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
34,0,618,3,1,1103,1,45,3,2,4,7756,22266,0,17,3,3,0,7,1,2,6,2,0,4,969.5,0.75,3878.0,0.00038674745391259507,6.0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
37,0,309,10,4,1105,4,88,2,2,4,6694,24223,2,14,3,3,3,8,5,3,1,0,0,0,743.7777777777778,0.1111111111111111,1338.8,0.0014936519790888724,1.0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
25,1,1219,4,1,1106,4,32,3,1,4,3691,4605,1,15,3,2,1,7,3,4,7,7,5,6,461.375,0.875,1845.5,0.0010834236186348862,1.1666666666666667,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1
26,1,1330,21,3,1107,1,37,3,1,3,2377,19373,1,20,4,3,1,1,0,2,1,1,0,0,1188.5,0.5,594.25,0.008830950378469302,1.0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
33,1,1017,25,3,1108,1,55,2,1,2,2313,2993,4,20,4,2,0,5,0,3,2,2,2,2,385.5,0.3333333333333333,578.25,0.010803802938634399,0.6666666666666666,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1
42,0,469,2,2,1109,4,35,3,4,1,17665,14399,0,17,3,4,1,23,3,3,22,6,13,7,736.0416666666666,0.9166666666666666,5888.333333333333,0.00011321181931393638,1.5714285714285714,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
28,1,1009,1,3,1111,1,45,2,1,2,2596,7160,1,15,3,1,2,1,2,3,1,0,0,0,1298.0,0.5,649.0,0.0003850596842510589,1.0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
50,1,959,1,4,1113,4,81,3,2,3,4728,17251,3,14,3,4,0,5,4,3,0,0,0,0,788.0,0.0,945.6,0.00021146119687037428,0.0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1
33,0,970,7,3,1114,4,30,3,2,2,4302,13401,0,17,3,3,1,4,3,3,3,2,0,2,860.4,0.6,1075.5,0.0016267720195212642,3.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
34,0,697,3,4,1115,3,40,2,1,4,2979,22478,3,17,3,4,3,6,2,3,0,0,0,0,425.57142857142856,0.0,595.8,0.0010067114093959733,0.0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
48,0,1262,1,4,1116,1,35,4,4,4,16885,16154,2,22,4,3,0,27,3,2,5,4,2,1,603.0357142857143,0.17857142857142858,3377.0,5.922065616487031e-05,1.6666666666666667,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
45,0,1050,9,4,1117,2,65,2,2,3,5593,17970,1,13,3,4,1,15,2,3,15,10,4,12,349.5625,0.9375,1118.6,0.0016088666428316052,3.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
52,0,994,7,4,1118,2,87,3,3,2,10445,15322,7,19,3,4,0,18,4,3,8,6,4,0,549.7368421052631,0.42105263157894735,2089.0,0.0006701129618992916,1.6,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
38,0,770,10,4,1119,3,73,2,3,3,8740,5569,0,14,3,2,2,9,2,3,8,7,2,7,874.0,0.8,1748.0,0.0011440338634023568,2.6666666666666665,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
29,0,1107,28,4,1120,3,93,3,1,4,2514,26968,4,22,4,1,1,11,1,3,7,5,1,7,209.5,0.5833333333333334,502.8,0.011133200795228629,3.5,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
28,0,950,3,3,1121,4,93,3,3,2,7655,8039,0,17,3,2,3,10,3,2,9,7,1,7,695.9090909090909,0.8181818181818182,1913.75,0.00039184952978056425,4.5,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
46,0,406,3,1,1124,1,52,3,4,3,17465,15596,3,12,3,4,1,23,3,3,12,9,4,9,727.7083333333334,0.5,8732.5,0.00017176228100309173,2.4,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
38,0,130,2,2,1125,4,32,3,3,2,7351,20619,7,16,3,3,0,10,2,3,1,0,0,0,668.2727272727273,0.09090909090909091,2450.3333333333335,0.0002720348204570185,1.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
43,0,1082,27,3,1126,3,83,3,3,1,10820,11535,8,11,3,3,1,18,1,3,8,7,0,1,569.4736842105264,0.42105263157894735,2705.0,0.00249514832270585,8.0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
39,1,203,2,3,1127,1,84,3,4,4,12169,13547,7,11,3,4,3,21,4,3,18,7,11,5,553.1363636363636,0.8181818181818182,3042.25,0.00016433853738701725,1.5,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
40,0,1308,14,3,1128,3,44,2,5,3,19626,17544,1,14,3,1,0,21,2,4,20,7,4,9,892.0909090909091,0.9090909090909091,4906.5,0.0007133031028684974,4.0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
21,0,984,1,1,1131,4,70,2,1,2,2070,25326,1,11,3,3,0,2,6,4,2,2,2,2,690.0,0.6666666666666666,1035.0,0.0004828585224529213,0.6666666666666666,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
39,0,439,9,3,1132,3,70,3,2,2,6782,8770,9,15,3,3,0,9,2,2,5,4,0,3,678.2,0.5,1695.5,0.0013268465280849183,5.0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
36,0,217,18,4,1133,1,78,3,2,4,7779,23238,2,20,4,1,0,18,0,3,11,9,0,9,409.42105263157896,0.5789473684210527,1555.8,0.002313624678663239,11.0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
31,0,793,20,3,1135,3,67,4,1,4,2791,21981,0,12,3,1,1,3,4,3,2,2,2,2,697.75,0.5,697.75,0.0071633237822349575,0.6666666666666666,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
28,0,1451,2,1,1136,1,67,2,1,2,3201,19911,0,17,3,1,0,6,2,1,5,3,0,4,457.2857142857143,0.7142857142857143,1600.5,0.0006246096189881324,5.0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
35,0,1182,11,2,1137,4,54,3,2,4,4968,18500,1,11,3,4,1,5,3,3,5,2,0,2,828.0,0.8333333333333334,1656.0,0.0022137250955926746,5.0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
49,0,174,8,4,1138,4,56,2,4,2,13120,11879,6,17,3,2,1,22,3,3,9,8,2,3,570.4347826086956,0.391304347826087,2624.0,0.0006097096257907172,3.0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0
34,0,1003,2,2,1140,4,95,3,2,3,4033,15834,2,11,3,4,0,5,3,2,3,2,0,2,672.1666666666666,0.5,1344.3333333333333,0.0004957858205255329,3.0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
29,0,490,10,3,1143,4,61,3,1,2,3291,17940,0,14,3,4,2,8,2,2,7,5,1,1,365.6666666666667,0.7777777777777778,822.75,0.003037667071688943,3.5,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
42,0,188,29,3,1148,2,56,1,2,4,4272,9558,4,19,3,1,0,16,3,3,1,0,0,0,251.2941176470588,0.058823529411764705,1068.0,0.006786800842499415,1.0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
29,0,718,8,1,1150,2,79,2,2,4,5056,17689,1,15,3,3,1,10,2,2,10,7,1,2,459.6363636363636,0.9090909090909091,2528.0,0.0015819655922483687,5.0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1
38,0,433,1,3,1152,3,37,4,1,3,2844,6004,1,13,3,4,1,7,2,4,7,6,5,0,355.5,0.875,711.0,0.000351493848857645,1.1666666666666667,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
28,0,773,6,3,1154,3,39,2,1,3,2703,22088,1,14,3,4,1,3,2,3,3,1,0,2,675.75,0.75,675.75,0.0022189349112426036,3.0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
18,1,247,8,1,1156,3,80,3,1,3,1904,13556,1,12,3,4,0,0,0,3,0,0,0,0,1904.0,0.0,952.0,0.004199475065616798,0.0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
33,1,603,9,4,1157,1,77,3,2,1,8224,18385,0,17,3,1,0,6,3,3,5,2,0,3,1174.857142857143,0.7142857142857143,1644.8,0.001094224924012158,5.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
41,0,167,12,4,1158,2,46,3,1,4,4766,9051,3,11,3,1,1,6,4,3,1,0,0,0,680.8571428571429,0.14285714285714285,953.2,0.0025173064820641915,1.0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
31,1,874,15,3,1160,3,72,3,1,3,2610,6233,1,12,3,3,1,2,5,2,2,2,2,2,870.0,0.6666666666666666,652.5,0.005744925315970892,0.6666666666666666,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
37,0,367,25,2,1161,3,52,2,2,4,5731,17171,7,13,3,3,2,9,2,3,6,2,1,3,573.1,0.6,1910.3333333333333,0.004361479413817167,3.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,0,199,6,3,1162,4,55,2,1,3,2539,7950,1,13,3,3,1,4,0,3,4,2,2,2,507.8,0.8,634.75,0.002362204724409449,1.3333333333333333,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
34,0,1400,9,1,1163,2,70,3,2,3,5714,5829,1,20,4,1,0,6,3,2,6,5,1,3,816.2857142857143,0.8571428571428571,2857.0,0.0015748031496062992,3.0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
35,0,528,8,4,1164,3,100,3,1,3,4323,7108,1,17,3,2,0,6,2,1,5,4,1,4,617.5714285714286,0.7142857142857143,864.6,0.0018501387604070306,2.5,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0
29,1,408,23,1,1165,4,45,2,3,1,7336,11162,1,13,3,1,1,11,3,1,11,8,3,10,611.3333333333334,0.9166666666666666,3668.0,0.003134796238244514,2.75,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
40,0,593,9,4,1166,2,88,3,3,3,13499,13782,9,17,3,3,0,20,3,2,18,7,2,13,642.8095238095239,0.8571428571428571,2699.8,0.0006666666666666666,6.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
42,1,481,12,3,1167,3,44,3,4,1,13758,2447,0,12,3,2,0,22,2,2,21,9,13,14,598.1739130434783,0.9130434782608695,3439.5,0.0008721564067156044,1.5,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
42,0,647,4,4,1171,2,45,3,2,1,5155,2253,7,13,3,4,0,9,3,4,6,4,1,5,515.5,0.6,1031.0,0.0007757951900698216,3.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
35,0,982,1,4,1172,4,58,2,1,3,2258,16340,6,12,3,2,1,10,2,3,8,0,1,7,205.27272727272728,0.7272727272727273,451.6,0.0004426737494466578,4.0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
24,0,477,24,3,1173,4,49,3,1,2,3597,6409,8,22,4,4,0,6,2,3,4,3,1,2,513.8571428571429,0.5714285714285714,899.25,0.006670372429127293,2.0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
28,1,1485,12,1,1175,3,79,3,1,4,2515,22955,1,11,3,4,0,1,4,2,1,1,0,0,1257.5,0.5,1257.5,0.0047694753577106515,1.0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
26,0,1384,3,4,1177,1,82,4,1,4,4420,13421,1,22,4,2,1,8,2,3,8,7,0,7,491.1111111111111,0.8888888888888888,884.0,0.0006785795068988917,8.0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
30,0,852,10,3,1179,3,72,2,2,3,6578,2706,1,18,3,1,1,10,3,3,10,3,1,4,598.0,0.9090909090909091,1644.5,0.0015199878400972793,5.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
40,0,902,26,2,1180,3,92,2,2,4,4422,21203,3,13,3,4,1,16,3,1,1,1,0,0,260.11764705882354,0.058823529411764705,1474.0,0.005878363101966991,1.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1
35,0,819,2,3,1182,3,44,2,3,2,10274,19588,2,18,3,2,1,15,2,4,7,7,6,4,642.125,0.4375,2568.5,0.00019464720194647202,1.0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
34,0,669,1,3,1184,4,97,2,2,1,5343,25755,0,20,4,3,0,14,3,3,13,9,4,9,356.2,0.8666666666666667,1335.75,0.00018712574850299402,2.6,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
35,0,636,4,4,1185,4,47,2,1,4,2376,26537,1,13,3,2,1,2,2,4,2,2,2,2,792.0,0.6666666666666666,475.2,0.0016827934371055953,0.6666666666666666,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
43,1,1372,9,3,1188,1,85,1,2,3,5346,9489,8,13,3,2,0,7,2,2,4,3,1,3,668.25,0.5,1336.5,0.001683186833738545,2.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
32,0,862,2,1,1190,3,76,3,1,1,2827,14947,1,12,3,3,3,1,3,3,1,0,0,0,1413.5,0.5,1413.5,0.0007072135785007072,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
56,0,718,4,4,1191,4,92,3,5,1,19943,18575,4,13,3,4,1,28,2,3,5,2,4,2,687.6896551724138,0.1724137931034483,3988.6,0.00020056157240272763,1.0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
29,0,1401,6,1,1192,2,54,3,1,4,3131,26342,1,13,3,1,1,10,5,3,10,8,0,8,284.6363636363636,0.9090909090909091,1565.5,0.0019157088122605363,10.0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
19,0,645,9,2,1193,3,54,3,1,1,2552,7172,1,25,4,3,0,1,4,3,1,1,0,0,1276.0,0.5,850.6666666666666,0.0035252643948296123,1.0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
45,0,1457,7,3,1195,1,83,3,1,3,4477,20100,4,19,3,3,1,7,2,2,3,2,0,2,559.625,0.375,1119.25,0.0015631978561857973,3.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1
37,0,977,1,3,1196,4,56,2,2,4,6474,9961,1,13,3,2,1,14,2,2,14,8,3,11,431.6,0.9333333333333333,1618.5,0.00015444015444015445,3.5,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
20,0,805,3,3,1198,1,87,2,1,3,3033,12828,1,12,3,1,0,2,2,2,2,2,1,2,1011.0,0.6666666666666666,758.25,0.000988793671720501,1.0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
44,1,1097,10,4,1200,3,96,3,1,3,2936,10826,1,11,3,3,0,6,4,3,6,4,0,2,419.42857142857144,0.8571428571428571,587.2,0.0034048348655090228,6.0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
53,0,1223,7,2,1201,4,50,3,5,3,18606,18640,3,18,3,2,1,26,6,3,7,7,4,7,689.1111111111111,0.25925925925925924,6202.0,0.0003762025044338152,1.4,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
29,0,942,15,1,1202,2,69,1,1,4,2168,26933,0,18,3,1,1,6,2,2,5,4,1,3,309.7142857142857,0.7142857142857143,1084.0,0.006915629322268326,2.5,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
22,1,1256,3,4,1203,3,48,2,1,4,2853,4223,0,11,3,2,1,1,5,3,0,0,0,0,1426.5,0.0,570.6,0.001051156271899089,0.0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
46,0,1402,2,3,1204,3,69,3,4,1,17048,24097,8,23,4,1,0,28,2,3,26,15,15,9,587.8620689655172,0.896551724137931,4262.0,0.00011730893307525368,1.625,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
44,0,111,17,3,1206,4,74,1,1,3,2290,4279,2,13,3,4,0,6,3,3,0,0,0,0,327.14285714285717,0.0,572.5,0.007420340462680052,0.0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
33,0,147,2,3,1207,2,99,3,1,3,3600,8429,1,13,3,4,1,5,2,3,5,4,1,4,600.0,0.8333333333333334,900.0,0.0005554012774229381,2.5,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
41,1,906,5,2,1210,1,95,2,1,1,2107,20293,6,17,3,1,1,5,2,1,1,0,0,0,351.1666666666667,0.16666666666666666,702.3333333333334,0.0023719165085388993,1.0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
30,0,1329,29,4,1211,3,61,3,2,1,4115,13192,8,19,3,3,3,8,3,3,4,3,0,3,457.22222222222223,0.4444444444444444,823.0,0.007045675413022352,4.0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
40,0,1184,2,4,1212,2,62,3,2,2,4327,25440,5,12,3,4,3,5,2,3,0,0,0,0,721.1666666666666,0.0,865.4,0.0004621072088724584,0.0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
50,0,1421,2,3,1215,4,30,3,4,1,17856,9490,2,22,4,3,1,32,3,3,2,2,2,2,541.0909090909091,0.06060606060606061,4464.0,0.00011200089600716806,0.6666666666666666,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
28,0,1179,19,4,1216,4,78,2,1,1,3196,12449,1,12,3,3,3,6,2,3,6,5,3,3,456.57142857142856,0.8571428571428571,639.2,0.0059430716296528,1.5,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
46,0,1450,15,2,1217,4,52,3,5,2,19081,10849,5,11,3,1,1,25,2,3,4,2,0,3,733.8846153846154,0.15384615384615385,6360.333333333333,0.0007860811235719526,4.0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
35,0,1361,17,4,1218,3,94,3,2,1,8966,21026,3,15,3,4,3,15,2,3,7,7,1,7,560.375,0.4375,1793.2,0.0018958403033344485,3.5,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
24,1,984,17,2,1219,4,97,3,1,2,2210,3372,1,13,3,1,1,1,3,1,1,0,0,0,1105.0,0.5,736.6666666666666,0.007688828584350972,1.0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
33,0,1146,25,3,1220,2,82,3,2,3,4539,4905,1,12,3,1,1,10,3,2,10,7,0,1,412.6363636363636,0.9090909090909091,1134.75,0.005506607929515419,10.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
36,0,917,6,4,1221,3,60,1,1,3,2741,6865,1,14,3,3,1,7,4,3,7,7,1,7,342.625,0.875,548.2,0.002188183807439825,3.5,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
30,0,853,7,4,1224,3,49,3,2,3,3491,11309,1,13,3,1,3,10,4,2,10,7,8,9,317.3636363636364,0.9090909090909091,698.2,0.002004581901489118,1.1111111111111112,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
44,0,200,29,4,1225,4,32,3,2,4,4541,7744,1,25,4,2,0,20,3,3,20,11,13,17,216.23809523809524,0.9523809523809523,908.2,0.006384852487890797,1.4285714285714286,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
20,0,654,21,3,1226,3,43,4,1,4,2678,5050,1,17,3,4,0,2,2,3,2,1,2,2,892.6666666666666,0.6666666666666666,669.5,0.007838745800671893,0.6666666666666666,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
